,Age,DailyAchievement,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyAchievement,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyAchievement,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Incentive,RemoteWork
1248,31,1082,1,4,3,87,3,1,2,2501,18775,1,11,3,2,0,1,4,3,1,1,1,0,1250,1
1249,35,1219,18,3,3,86,3,2,3,4601,6179,1,10,3,2,0,5,3,3,5,2,1,0,1578,4
1250,54,584,22,5,2,91,3,4,3,17426,18685,3,19,4,3,1,36,6,3,10,8,4,7,1259,4
1251,50,959,1,4,4,81,3,2,3,4728,17251,3,8,3,4,0,5,4,3,0,0,0,0,2364,2
1252,36,1157,2,4,3,70,3,1,4,2644,17001,3,15,4,4,0,7,3,2,3,2,1,2,1322,3
1253,34,878,10,4,4,43,3,1,3,3815,5972,1,11,3,4,1,5,4,4,5,3,2,0,1907,3
1254,34,790,24,4,1,40,2,2,2,4599,7815,0,17,3,3,0,16,2,4,15,9,10,10,2299,4
1255,40,804,2,1,4,86,2,1,4,2342,22929,0,14,4,4,0,5,2,2,4,2,2,3,1171,4
1256,36,928,1,2,2,56,3,2,4,6201,2823,1,8,3,4,1,18,1,2,18,14,4,11,0,3
1257,37,1017,1,2,3,83,2,1,1,3920,18697,2,8,3,1,1,17,2,2,3,1,0,2,1960,1
1258,39,1122,6,3,4,70,3,1,1,2404,4303,7,15,4,4,0,8,2,1,2,2,2,2,1202,1
1259,39,835,19,4,4,41,3,2,4,3902,5141,8,8,3,2,3,7,2,3,2,2,2,2,1239,5
1260,37,342,16,4,4,66,2,2,3,6334,24558,4,13,4,4,2,9,2,3,1,0,0,0,3167,3
1261,29,459,24,2,4,73,2,1,4,2439,14753,1,18,3,2,0,1,3,2,1,0,1,0,1219,5
1262,26,575,3,1,3,73,3,1,1,3102,6582,0,16,3,3,0,7,2,3,6,4,0,4,1551,2
1263,34,167,8,5,2,32,3,2,1,5121,4187,3,8,3,3,1,7,3,3,0,0,0,0,0,2
1264,47,571,14,3,3,78,3,2,3,4591,24200,3,11,3,3,1,11,4,2,5,4,1,2,2295,3
1265,22,391,7,1,4,75,3,1,2,2472,26092,1,17,4,1,0,1,2,3,1,0,0,0,1236,2
1266,37,1278,1,4,3,31,1,2,4,9525,7677,1,8,3,3,2,6,2,2,6,3,1,3,0,4
1267,19,504,10,3,1,96,2,1,2,1859,6148,1,19,3,2,0,1,2,4,1,1,0,0,929,3
1268,38,1495,10,3,3,76,3,2,3,9824,22174,3,13,4,3,1,18,4,3,1,0,0,0,4912,3
1269,46,706,2,2,4,82,3,3,4,8578,19989,3,8,3,3,1,12,4,2,9,8,4,7,4289,4
1270,45,1449,2,3,1,94,1,5,2,18824,2493,2,10,3,1,0,26,2,3,24,10,1,11,0,2
1271,45,788,24,4,2,36,3,1,2,2177,8318,1,10,3,1,0,6,3,3,6,3,0,4,1088,3
1272,27,1410,3,1,4,71,4,2,4,4647,16673,1,14,4,2,2,6,3,3,6,5,0,4,2323,3
1273,37,1192,5,2,4,61,3,2,4,6347,23177,7,10,3,3,2,8,2,2,6,2,0,4,3173,4
1274,29,665,15,3,3,60,3,1,4,2340,22673,1,13,4,1,0,6,1,3,6,5,1,5,1170,5
1275,46,563,1,4,4,56,4,4,1,17567,3156,1,9,3,2,0,27,5,1,26,0,0,12,0,1
1276,28,760,2,4,2,81,3,2,2,4779,3698,1,14,3,1,0,8,2,3,8,7,7,5,0,3
1277,41,267,10,2,4,56,3,2,4,6230,13430,7,8,3,4,0,16,3,3,14,3,1,10,3115,4
1278,37,799,1,3,2,59,3,3,4,7491,23848,4,11,3,4,0,12,3,4,6,5,1,2,3745,4
1279,52,1325,11,4,4,82,3,2,3,3149,21821,8,14,4,2,1,9,3,3,5,2,1,4,1574,4
1280,42,557,18,4,4,35,3,2,1,5410,11189,6,11,3,3,1,9,3,2,4,3,1,2,2705,4
1281,42,1474,5,2,2,97,3,1,3,2093,9260,4,11,3,4,1,8,4,3,2,2,2,0,1046,2
1282,28,580,27,3,2,39,1,2,1,4877,20460,0,15,3,2,1,6,5,2,5,3,0,0,2438,3
1283,39,141,3,3,3,44,4,2,2,6389,18767,9,9,3,3,1,12,3,1,8,3,3,6,3194,2
1284,29,341,1,3,2,48,2,1,3,2800,23522,6,13,4,3,3,5,3,3,3,2,0,2,1400,3
1285,23,885,4,3,1,58,4,1,1,2819,8544,2,10,3,1,1,5,3,4,3,2,0,2,1409,1
1286,35,1232,16,3,3,96,3,3,2,8020,5100,0,9,3,3,2,12,3,2,11,9,6,9,0,3
1287,28,280,1,2,3,43,3,1,4,2706,10494,1,9,3,2,1,3,2,3,3,2,2,2,1353,4
1288,45,194,9,3,2,60,3,2,2,2348,10901,8,12,3,3,1,20,2,1,17,9,0,15,1174,2
1289,29,1328,2,3,3,76,3,1,2,2703,4956,0,17,4,4,1,6,3,3,5,4,0,4,1351,3
1290,55,444,2,1,3,40,2,4,1,16756,17323,7,9,4,2,0,31,3,4,9,7,6,2,567,2
1291,36,885,16,4,3,43,4,1,1,2743,8269,1,10,3,3,0,18,1,3,17,13,15,14,1371,2
1292,38,833,18,3,2,60,1,2,4,5811,24539,3,10,3,3,1,15,2,3,1,0,1,0,2905,3
1293,36,1218,9,4,3,82,2,1,1,3407,6986,7,17,4,2,0,10,4,3,5,3,0,3,1703,4
1294,55,111,1,2,1,70,3,3,4,10239,18092,3,8,3,4,1,24,4,3,1,0,1,0,5119,3
1295,29,942,15,1,2,69,1,1,4,2168,26933,0,12,3,1,1,6,2,2,5,4,1,3,1084,5
1296,44,170,1,4,2,78,4,2,1,5033,9364,2,9,3,4,1,10,5,3,2,0,2,2,2516,0
1297,41,334,2,4,4,88,3,4,2,16015,15896,1,13,4,2,0,22,2,3,22,10,0,4,0,2
1298,55,282,2,2,4,58,1,5,3,19187,6992,4,8,3,4,1,23,5,3,19,9,9,11,0,2
1299,32,953,5,4,2,65,3,1,2,2718,17674,2,8,3,2,0,12,3,3,7,7,0,7,1359,2
1300,31,1232,7,4,3,39,3,3,4,7143,25713,1,8,3,3,0,11,2,2,11,9,4,10,3571,3
1301,41,483,6,3,4,95,2,2,2,6032,10110,6,9,3,4,0,8,3,3,5,4,1,2,3016,3
1302,32,120,6,5,3,43,3,1,3,3038,12430,3,14,4,1,0,8,2,3,5,4,1,4,1519,3
1303,35,1361,17,4,3,94,3,2,1,8966,21026,3,9,3,4,3,15,2,3,7,7,1,7,4483,3
1304,60,1179,16,4,1,84,3,2,1,5405,11924,8,8,3,4,0,10,1,3,2,2,2,2,2702,1
1305,33,465,2,2,1,39,3,1,1,2707,21509,7,14,4,1,0,13,3,4,9,7,1,7,1353,1
1306,39,492,12,3,4,66,3,2,2,5295,7693,4,15,4,3,0,7,3,3,5,4,1,0,2398,4
1307,35,1204,4,3,4,86,3,3,1,9582,10333,0,16,4,1,0,9,2,3,8,7,4,7,751,2
1308,41,1356,20,2,2,70,3,1,2,3140,21728,1,16,4,4,0,4,5,2,4,3,0,2,1570,5
1309,28,821,5,4,1,98,3,2,4,4908,24252,1,8,3,2,0,4,3,3,4,2,0,2,2454,3
1310,26,1443,23,3,3,47,2,2,4,4157,21436,7,13,4,3,1,5,2,2,2,2,0,0,2078,5
1311,40,1094,28,3,3,58,1,3,1,10932,11373,3,9,3,3,1,20,2,3,1,0,0,1,441,4
1312,29,1283,23,3,4,54,3,1,4,2201,18168,9,10,3,4,0,6,4,3,3,2,1,2,1100,5
1313,28,1103,16,3,3,49,3,1,3,2144,2122,1,8,3,3,0,5,3,2,5,3,1,4,0,4
1314,35,763,15,2,1,59,1,2,4,5440,22098,6,8,3,4,2,7,2,2,2,2,2,2,2720,4
1315,26,887,5,2,3,88,2,1,3,2366,20898,1,8,3,1,1,8,2,3,8,7,1,7,1183,2
1316,55,1229,4,4,4,30,3,2,3,4035,16143,0,10,3,2,0,4,2,3,3,2,1,2,2017,3
1317,55,685,26,5,3,60,2,5,4,19586,23037,1,15,4,3,1,36,3,3,36,6,2,13,3451,5
1318,32,634,5,4,2,35,4,1,4,3312,18783,3,11,3,4,2,6,3,3,3,2,0,2,1656,5
1319,35,819,2,3,3,44,2,3,2,10274,19588,2,12,3,2,1,15,2,4,7,7,6,4,5137,4
1320,53,1395,24,4,2,48,4,3,4,7005,3458,3,9,3,3,0,11,2,3,4,3,1,2,0,5
1321,33,1296,6,3,3,30,3,2,4,7725,5335,3,17,3,3,1,15,2,1,13,11,4,7,0,4
1322,35,384,8,4,1,72,3,1,4,2572,20317,1,10,3,2,1,3,1,2,3,2,0,2,1286,3
1323,48,1262,1,4,1,35,4,4,4,16885,16154,2,16,4,3,0,27,3,2,5,4,2,1,0,3
1324,49,1064,2,1,2,42,3,5,4,19161,13738,3,9,4,4,0,28,3,3,5,4,4,3,0,3
1325,35,1402,28,4,2,98,2,1,3,2430,26204,0,17,4,1,2,6,5,3,5,3,4,2,1215,5
1326,26,1384,3,4,1,82,4,1,4,4420,13421,1,16,4,2,1,8,2,3,8,7,0,7,2210,3
1327,26,1479,1,3,3,84,3,2,2,6397,26767,1,14,4,1,1,6,6,1,6,5,1,4,3198,2
1328,42,1332,2,4,1,98,2,2,4,6781,17078,3,17,4,2,0,14,6,3,1,0,0,0,3390,4
1329,50,1234,20,5,2,41,3,4,3,11245,20689,2,9,3,3,1,32,3,3,30,8,12,13,5622,4
1330,41,427,10,4,2,73,2,5,4,19141,8861,3,9,3,2,3,23,2,2,21,6,12,6,0,4
1331,43,823,6,3,1,81,2,5,3,19392,22539,7,7,3,4,0,21,2,3,16,12,6,14,3147,3
1332,32,689,9,2,4,35,1,2,4,4668,22812,0,11,3,4,3,9,2,4,8,7,0,7,2334,4
1333,51,1469,8,4,2,81,2,3,2,12490,15736,5,10,3,4,2,16,5,1,10,9,4,7,3246,2
1334,30,1358,24,1,4,67,3,1,3,2693,13335,1,16,4,2,1,1,2,3,1,0,0,0,1346,4
1335,42,179,2,5,4,79,4,2,1,6272,12858,7,10,3,1,1,10,3,4,4,3,0,3,3136,2
1336,33,1069,1,3,2,42,2,2,4,6949,12291,0,8,3,1,0,6,3,3,5,0,1,4,3474,4
1337,52,994,7,4,2,87,3,3,2,10445,15322,7,13,3,4,0,18,4,3,8,6,4,0,4877,2
1338,46,644,1,4,4,97,3,3,1,9396,12368,7,10,3,3,1,17,3,3,4,2,0,3,2972,1
1339,35,622,14,4,3,39,2,1,2,3743,10074,1,18,4,4,1,5,2,1,4,2,0,2,1871,2
1340,35,1315,22,3,2,71,4,3,2,11996,19100,7,12,3,2,1,10,6,2,7,7,6,2,5998,4
1341,32,548,1,3,2,66,3,2,2,6220,7346,1,11,3,2,2,10,3,3,10,4,0,9,1126,3
1342,24,693,3,2,1,65,3,2,3,4577,24785,9,8,3,1,0,4,3,3,2,2,2,0,2288,3
1343,34,1440,7,2,2,55,3,1,3,2308,4944,0,19,4,2,1,12,4,3,11,10,5,7,1154,4
1344,45,1195,2,2,1,65,2,4,4,16792,20462,9,17,4,4,1,22,1,3,20,8,11,8,3670,5
1345,31,746,8,4,3,61,3,2,4,4424,20682,1,17,4,4,0,11,2,3,11,7,1,8,2212,5
1346,34,304,2,3,4,60,3,2,4,6274,18686,1,16,4,3,0,6,5,3,6,5,1,4,3137,5
1347,34,967,16,4,4,85,1,1,1,2307,14460,1,17,4,2,1,5,2,3,5,2,3,0,1153,4
1348,54,431,7,4,4,68,3,2,4,6854,15696,4,9,3,2,1,14,2,2,7,1,1,7,3427,4
1349,51,632,21,4,3,71,3,2,4,5441,8423,0,16,4,4,0,11,2,1,10,7,1,0,2720,5
1350,36,557,3,3,1,94,2,3,4,7644,12695,0,13,4,3,2,10,2,3,9,7,3,4,3822,4
1351,29,1107,28,4,3,93,3,1,4,2514,26968,4,16,4,1,1,11,1,3,7,5,1,7,1257,5
1352,40,898,6,2,3,38,3,4,4,16437,17381,1,15,4,4,0,21,2,3,21,7,7,7,944,4
1353,46,261,21,2,4,66,3,2,2,8926,10842,4,16,4,4,1,13,2,4,9,7,3,7,1916,4
1354,27,1450,3,3,3,79,2,1,3,2566,25326,1,9,3,4,1,1,2,2,1,1,0,1,1283,4
1355,26,1355,25,1,3,61,3,1,3,2942,8916,1,17,4,4,1,8,3,3,8,7,5,7,1471,5
1356,44,1448,28,3,4,53,4,4,4,13320,11737,3,12,3,3,1,23,2,3,12,11,11,11,0,5
1357,30,109,5,3,2,60,3,1,2,2422,25725,0,11,3,1,0,4,3,3,3,2,1,2,1211,2
1358,21,156,12,3,3,90,4,1,2,2716,25422,1,9,3,4,0,1,0,3,1,0,0,0,1358,2
1359,50,1126,1,2,4,66,3,4,4,17399,6615,9,16,4,3,1,32,1,2,5,4,1,3,0,3
1360,26,1167,5,3,4,30,2,1,3,2966,21378,0,12,3,4,0,5,2,3,4,2,0,0,1483,3
1361,22,534,15,3,2,59,3,1,4,2871,23785,1,9,3,3,0,1,5,3,0,0,0,0,1435,4
1362,22,217,8,1,2,94,1,1,1,2451,6881,1,9,4,1,1,4,3,2,4,3,1,1,1225,3
1363,58,1216,15,4,1,87,3,4,3,15787,21624,2,8,3,2,0,23,3,3,2,2,2,2,5837,3
1364,42,469,2,2,4,35,3,4,1,17665,14399,0,11,3,4,1,23,3,3,22,6,13,7,0,2
1365,30,334,26,4,3,52,2,2,1,6696,22967,5,9,3,3,0,9,5,2,6,3,0,1,3348,3
1366,36,1467,11,2,2,92,3,3,4,9738,22952,0,8,3,3,1,10,6,3,9,7,2,8,4869,4
1367,38,849,25,2,1,81,2,3,2,12061,26707,3,11,3,3,1,19,2,3,10,8,0,1,6030,4
1368,51,1318,26,4,1,66,3,4,3,16307,5594,2,8,3,3,1,29,2,2,20,6,4,17,0,5
1369,36,363,1,3,3,77,1,3,1,10252,4235,2,15,3,3,1,17,2,3,7,7,7,7,0,1
1370,34,1375,10,3,4,87,3,2,3,4001,12313,1,8,3,3,1,15,3,3,15,14,0,7,2000,3
1371,40,329,1,4,2,88,3,1,2,2387,6762,3,16,4,3,1,7,3,3,4,2,0,3,1193,2
1372,43,920,3,3,3,96,1,5,4,19740,18625,3,8,3,2,1,25,2,3,8,7,0,7,0,2
1373,24,813,1,3,2,61,3,1,4,2293,3020,2,10,3,1,1,6,2,2,2,0,2,0,727,2
1374,22,1136,5,3,4,60,4,1,2,2328,12392,1,10,3,1,1,4,2,2,4,2,2,2,1164,2
1375,31,408,9,4,3,42,2,1,2,2657,7551,0,10,3,4,0,3,5,3,2,2,2,2,1328,3
1376,41,1411,19,2,3,36,3,2,1,3072,19877,2,10,3,1,2,17,2,2,1,0,0,0,1536,2
1377,33,970,7,3,4,30,3,2,2,4302,13401,0,11,3,3,1,4,3,3,3,2,0,2,2151,2
1378,40,458,16,2,3,74,3,1,3,3544,8532,9,10,3,2,1,6,0,3,4,2,0,0,1772,4
1379,35,776,1,4,3,32,2,2,1,4312,23016,0,8,3,2,0,16,2,3,15,13,2,8,2156,2
1380,27,1131,15,3,4,77,2,1,1,4774,23844,0,13,4,4,1,8,2,2,7,6,7,3,2387,3
1381,29,995,2,1,1,87,3,2,4,8853,24483,1,13,4,4,1,6,0,4,6,4,1,3,4426,4
1382,29,806,1,4,2,76,1,1,4,2720,18959,1,12,3,4,1,10,5,3,10,7,2,8,1360,3
1383,42,1271,2,1,2,35,3,1,4,2515,9068,5,8,3,4,0,8,2,3,2,1,2,2,1257,4
1384,21,1427,18,1,4,65,3,1,4,2693,8870,1,13,4,1,0,1,3,2,1,0,0,0,1346,5
1385,28,1009,1,3,1,45,2,1,2,2596,7160,1,9,3,1,2,1,2,3,1,0,0,0,1298,1
1386,53,102,23,4,4,72,3,4,4,14275,20206,6,12,3,3,0,33,0,3,12,9,3,8,5931,5
1387,37,589,9,2,2,46,2,2,2,4189,8800,1,8,3,1,2,5,2,3,5,2,0,3,2094,3
1388,34,704,28,3,4,95,2,2,3,6712,8978,1,15,4,4,2,8,2,3,8,7,1,7,2266,5
1389,34,971,1,3,4,64,2,3,3,7083,12288,1,8,3,4,0,10,3,3,10,9,8,6,3541,3
1390,58,289,2,3,4,51,3,1,3,2479,26227,4,18,4,1,0,7,4,3,1,0,0,0,1239,2
1391,56,667,1,4,3,57,3,2,3,6306,26236,1,15,4,1,1,13,2,2,13,12,1,9,3153,3
1392,30,202,2,1,3,72,3,1,2,2476,17434,1,12,3,1,1,1,3,3,1,0,0,0,1238,2
1393,35,1214,1,3,2,30,2,1,3,2859,26278,1,12,3,1,0,6,3,3,6,4,0,4,1429,4
1394,29,1247,20,2,4,45,3,2,4,6931,10732,2,8,3,4,1,10,2,3,3,2,0,2,3465,5
1395,43,574,11,3,1,30,3,3,3,7510,16873,1,11,3,2,1,10,1,3,10,9,0,9,3755,4
1396,53,1223,7,2,4,50,3,5,3,18606,18640,3,12,3,2,1,26,6,3,7,7,4,7,34,3
1397,40,1194,1,3,3,52,3,2,4,6513,9060,4,11,3,4,1,12,3,3,5,3,0,3,2547,3
1398,39,903,2,5,1,41,4,3,3,7880,2560,0,12,4,4,0,9,3,3,8,7,0,7,0,3
1399,23,1243,6,3,3,63,4,1,1,1601,3445,1,15,4,3,2,1,2,3,0,0,0,0,800,3
1400,49,301,22,4,1,72,3,4,2,16413,3498,3,10,3,2,2,27,2,3,4,2,1,2,0,4
1401,36,676,1,3,3,35,3,2,2,5228,23361,0,9,3,1,1,10,2,3,9,7,0,5,2614,1
1402,33,1303,7,2,4,36,3,2,3,5968,18079,1,14,3,3,3,9,2,3,9,7,2,8,2984,4
1403,31,326,8,2,1,31,3,3,4,10793,8386,1,12,3,1,1,13,5,3,13,7,9,9,0,4
1404,42,855,12,3,2,57,3,1,2,2766,8952,8,16,4,2,3,7,6,2,5,3,0,4,1383,5
1405,45,549,8,4,4,75,3,2,4,3697,9278,9,8,3,1,2,12,3,3,10,9,9,8,1848,4
1406,44,981,5,3,3,90,2,1,3,3162,7973,3,8,3,4,0,7,5,3,5,2,0,3,1581,3
1407,35,1146,26,4,3,31,3,3,4,8837,16642,1,10,3,3,0,9,2,3,9,0,1,7,4418,5
1408,48,365,4,5,3,89,2,4,4,15202,5602,2,19,4,2,1,23,3,3,2,2,2,2,0,5
1409,34,702,16,4,3,100,2,1,4,2553,8306,1,10,3,3,0,6,3,3,5,2,1,3,1276,4
1410,52,699,1,4,3,65,2,5,3,19999,5678,0,8,3,1,1,34,5,3,33,18,11,9,0,4
1411,45,1249,7,3,1,97,3,3,1,5210,20308,1,12,3,1,1,24,2,3,24,9,9,11,2605,2
1412,55,177,8,1,4,37,2,4,2,13577,25592,1,9,3,4,1,34,3,3,33,9,15,0,6788,3
1413,38,1490,2,2,4,42,3,1,4,1702,12106,1,17,4,3,1,1,3,3,1,0,0,0,851,4
1414,46,430,1,4,4,40,3,5,4,19627,21445,9,11,3,4,2,23,0,3,2,2,2,2,1818,3
1415,28,950,3,3,4,93,3,3,2,7655,8039,0,11,3,2,3,10,3,2,9,7,1,7,384,2
1416,44,200,29,4,4,32,3,2,4,4541,7744,1,19,4,2,0,20,3,3,20,11,13,17,2270,5
1417,43,807,17,3,3,38,2,1,3,2437,15587,9,10,3,4,1,6,4,3,1,0,0,0,1218,4
1418,55,1117,18,5,1,83,3,4,2,16835,9873,3,17,4,4,0,37,2,3,10,9,7,7,0,4
1419,40,543,1,4,1,83,3,1,4,2406,4060,8,13,4,3,2,8,3,2,1,0,0,0,1203,4
1420,32,116,13,3,3,77,2,1,2,2743,7331,1,14,4,3,1,2,2,3,2,2,2,2,1371,4
1421,42,603,7,4,2,78,4,2,2,2372,5628,6,10,3,4,0,18,2,3,1,0,0,0,1186,3
1422,40,1142,8,2,4,72,3,2,4,4069,8841,3,12,3,3,0,8,2,3,2,2,2,2,2034,2
1423,30,317,2,3,3,43,1,2,4,6091,24793,2,14,4,3,0,11,2,3,5,4,0,2,3045,4
1424,24,477,24,3,4,49,3,1,2,3597,6409,8,16,4,4,0,6,2,3,4,3,1,2,1798,4
1425,31,359,18,5,4,89,4,1,1,2956,21495,0,11,3,3,0,2,4,3,1,0,0,0,1478,3
1426,37,783,7,4,4,78,3,2,1,4284,13588,5,16,4,3,1,16,2,3,5,3,0,4,2142,2
1427,31,163,24,1,4,30,3,2,4,5238,6670,2,14,4,4,0,9,3,2,5,4,1,4,1432,5
1428,31,703,2,3,3,90,2,1,4,2785,11882,7,8,3,3,0,3,3,4,1,0,0,0,1392,2
1429,41,1018,1,3,3,66,3,2,1,4103,4297,0,11,3,4,1,10,2,3,9,3,1,7,194,2
1430,40,593,9,4,2,88,3,3,3,13499,13782,9,11,3,3,0,20,3,2,18,7,2,13,283,3
1431,34,560,1,4,4,91,3,1,1,2996,20284,5,8,3,3,2,10,2,3,4,3,1,3,1498,2
1432,34,1351,1,4,2,45,3,2,4,5484,13008,9,11,3,2,1,9,3,2,2,2,2,1,2742,3
1433,24,1448,1,1,1,62,3,1,2,3202,21972,1,10,3,2,0,6,4,3,5,3,1,4,1601,1
1434,30,1312,23,3,1,96,1,1,3,2613,22310,1,19,4,3,3,10,2,2,10,7,0,9,1306,5
1435,36,301,15,4,4,88,1,2,4,5406,10436,1,18,4,1,1,15,4,2,15,12,11,11,2703,5
1436,30,501,27,5,3,99,3,2,4,5304,25275,7,17,4,4,1,10,2,2,8,7,7,7,2652,5
1437,49,1490,7,4,3,35,3,3,2,10466,20948,3,8,3,2,2,29,3,3,8,7,0,7,5233,1
1438,36,530,2,4,3,51,3,2,4,4502,7439,3,9,3,3,0,17,2,2,13,7,6,7,2251,3
1439,37,1462,11,3,1,94,3,1,3,3629,19106,4,12,3,1,0,8,6,3,3,2,0,2,1814,2
1440,53,661,7,2,1,78,2,3,4,10934,20715,7,12,3,4,1,35,3,3,5,2,0,4,5467,4
1441,30,879,9,2,3,72,3,2,3,4695,12858,7,12,3,3,0,10,3,3,8,4,1,7,2347,3
1442,26,583,4,2,3,53,3,1,4,2875,9973,1,14,4,2,0,8,2,2,8,5,2,2,1437,4
1443,33,211,16,3,1,74,3,3,1,8564,10092,2,14,4,3,0,11,2,2,0,0,0,0,1528,3
1444,33,118,16,3,1,69,3,2,1,5324,26507,5,9,3,3,0,6,3,3,3,2,0,2,2662,0
1445,35,755,9,4,3,97,2,2,2,6540,19394,9,13,4,3,0,10,5,3,1,1,0,0,3270,3
1446,23,541,2,1,3,62,3,1,1,2322,9518,3,7,3,3,1,3,3,3,0,0,0,0,1161,1
1447,26,841,6,3,3,46,2,1,2,2368,23300,1,13,4,3,0,5,3,2,5,4,4,3,1184,3
1448,33,1017,25,3,1,55,2,1,2,2313,2993,4,14,4,2,0,5,0,3,2,2,2,2,680,4
1449,30,1092,10,3,1,64,3,3,3,9667,2739,9,8,4,2,0,9,3,3,7,7,0,2,0,4
1450,33,654,5,3,4,34,2,3,4,7119,21214,4,9,3,3,1,9,2,3,3,2,1,2,3559,3
1451,54,397,19,4,3,88,3,3,2,10725,6729,2,9,3,3,1,16,1,4,9,7,7,1,0,4
1452,46,734,2,4,3,46,3,5,4,19328,14218,7,11,3,3,1,24,3,3,2,1,2,2,0,3
1453,50,1421,2,3,4,30,3,4,1,17856,9490,2,16,4,3,1,32,3,3,2,2,2,2,0,2
1454,49,470,20,4,3,96,3,2,1,6567,5549,1,8,3,3,0,16,2,2,15,11,5,11,0,3
1455,31,196,29,4,1,91,2,2,4,5468,13402,1,8,3,1,2,13,3,3,12,7,5,7,2734,5
1456,44,1193,2,1,2,86,3,3,3,10209,19719,5,12,3,2,0,16,2,2,2,2,2,2,5104,2
1457,46,1003,8,4,4,74,2,2,1,4615,21029,8,17,3,1,3,19,2,3,16,13,1,7,2307,3
1458,24,823,17,2,4,94,2,1,2,2127,9100,1,15,4,4,1,1,2,3,1,0,0,0,1063,4
1459,19,645,9,2,3,54,3,1,1,2552,7172,1,19,4,3,0,1,4,3,1,1,0,0,1276,3
1460,36,1278,8,3,1,77,2,1,1,2342,8635,0,15,4,3,0,6,3,3,5,4,0,3,1171,1
1461,36,216,6,2,2,84,3,2,2,4941,2819,6,14,4,4,2,7,0,3,3,2,0,1,0,4
1462,19,1181,3,1,2,79,3,1,2,1483,16102,1,8,3,4,0,1,3,3,1,0,0,0,741,2
1463,28,120,4,3,2,43,3,2,3,4221,8863,1,9,3,2,0,5,3,4,5,4,0,4,2110,4
1464,41,1200,22,3,4,75,3,2,4,5467,13953,3,8,3,1,2,12,4,2,6,2,3,3,2733,5
1465,39,1089,6,3,2,32,3,3,2,8376,9150,4,12,3,4,0,9,3,3,2,0,2,2,774,3
1466,32,1146,15,4,3,34,3,2,4,6667,16542,5,12,3,2,1,9,6,3,5,1,1,2,3333,5
1467,35,853,18,5,2,71,3,3,1,9069,11031,1,16,4,4,1,9,3,2,9,8,1,8,1962,3
1468,28,995,9,3,3,77,3,1,3,2377,9834,5,12,3,2,1,6,2,3,2,2,2,2,1188,3
1469,43,930,6,3,1,73,2,2,3,4081,20003,1,8,3,1,0,20,3,1,20,7,1,8,2040,3
